# Program:featureCounts v1.6.4; Command:"featureCounts" "-T" "4" "-p" "-a" "../Hv_genome/gene_annotation/Barley_Morex_V2_gene_annotation_PGSB.all.gff3.gz" "-t" "gene" "-g" "ID" "-o" "../4_Counts/GC_GABA_ABA_geneCounts.txt" "../3_BAM/GABA_S3.STARAligned_sortedByName.bam" "../3_BAM/GABA_S2.STARAligned_sortedByName.bam" "../3_BAM/GABA_S4.STARAligned_sortedByName.bam" "../3_BAM/GABA_S1.STARAligned_sortedByName.bam" "../3_BAM/Kont_S3.STARAligned_sortedByName.bam" "../3_BAM/Kont_S2.STARAligned_sortedByName.bam" "../3_BAM/Kont_S4.STARAligned_sortedByName.bam" "../3_BAM/Kont_S1.STARAligned_sortedByName.bam" "../3_BAM/ABA_S3.STARAligned_sortedByName.bam" "../3_BAM/ABA_S2.STARAligned_sortedByName.bam" "../3_BAM/ABA_S4.STARAligned_sortedByName.bam" "../3_BAM/ABA_S1.STARAligned_sortedByName.bam" 
Geneid	../3_BAM/GABA_S3.STARAligned_sortedByName.bam	../3_BAM/GABA_S2.STARAligned_sortedByName.bam	../3_BAM/GABA_S4.STARAligned_sortedByName.bam	../3_BAM/GABA_S1.STARAligned_sortedByName.bam	../3_BAM/Kont_S3.STARAligned_sortedByName.bam	../3_BAM/Kont_S2.STARAligned_sortedByName.bam	../3_BAM/Kont_S4.STARAligned_sortedByName.bam	../3_BAM/Kont_S1.STARAligned_sortedByName.bam	../3_BAM/ABA_S3.STARAligned_sortedByName.bam	../3_BAM/ABA_S2.STARAligned_sortedByName.bam	../3_BAM/ABA_S4.STARAligned_sortedByName.bam	../3_BAM/ABA_S1.STARAligned_sortedByName.bam
HORVU.MOREX.r2.1HG0002340	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0002350	180	249	339	288	428	145	320	224	260	425	363	442
HORVU.MOREX.r2.1HG0002360	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0002370	0	2	1	1	0	1	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0002380	10	2	16	8	10	12	15	2	4	2	1	4
HORVU.MOREX.r2.1HG0002390	4	22	11	1	3	1	7	2	6	1	12	0
HORVU.MOREX.r2.1HG0002400	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0002410	27	19	35	22	23	5	14	35	4	11	36	6
HORVU.MOREX.r2.1HG0002420	1	0	2	0	6	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0002430	3	0	2	7	3	1	0	2	0	2	15	6
HORVU.MOREX.r2.1HG0002440	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0002450	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0002460	105	148	183	108	151	76	125	135	109	192	105	202
HORVU.MOREX.r2.1HG0002470	0	0	0	0	0	0	0	0	0	1	0	13
HORVU.MOREX.r2.1HG0002480	0	0	0	0	0	0	0	0	0	1	0	0
HORVU.MOREX.r2.1HG0002490	14	18	209	16	199	10	202	509	215	2223	1798	2329
HORVU.MOREX.r2.1HG0002500	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0002510	0	0	2	1	1	0	3	4	0	0	0	0
HORVU.MOREX.r2.1HG0002520	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0002530	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0002540	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0002550	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0002560	764	793	1216	917	841	511	928	880	883	1345	1577	1188
HORVU.MOREX.r2.1HG0002570	174	145	179	135	112	65	114	154	111	147	169	94
HORVU.MOREX.r2.1HG0002580	194	129	187	183	46	28	38	101	77	166	269	92
HORVU.MOREX.r2.1HG0002590	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0002600	0	0	0	0	2	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0002610	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0002620	401	1310	524	496	249	178	226	211	152	239	257	304
HORVU.MOREX.r2.1HG0002630	2	2	4	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0002640	61	80	91	31	28	32	70	36	8	49	58	46
HORVU.MOREX.r2.1HG0002650	1	0	0	0	0	0	2	0	0	0	0	0
HORVU.MOREX.r2.1HG0002660	3	5	12	21	0	6	8	12	6	0	0	0
HORVU.MOREX.r2.1HG0002670	35	77	49	29	22	10	16	10	25	32	11	35
HORVU.MOREX.r2.1HG0002680	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0002690	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0002700	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0002710	0	0	0	0	0	1	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0002720	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0002730	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0002740	0	0	0	0	4	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0002750	3643	3677	4303	3431	4169	1547	4294	2917	2027	1645	2780	2097
HORVU.MOREX.r2.1HG0002760	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0002770	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0002780	29	28	35	16	11	3	9	12	10	11	27	9
HORVU.MOREX.r2.1HG0002790	8	3	12	14	13	10	11	7	2	12	5	6
HORVU.MOREX.r2.1HG0002800	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0002810	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0002820	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0002830	0	0	2	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0002840	3274	4361	4004	4527	4023	2102	4486	2386	1865	2933	2885	1949
HORVU.MOREX.r2.1HG0002850	1	0	1	2	5	0	14	7	3	10	3	4
HORVU.MOREX.r2.1HG0002860	108	144	180	88	88	22	85	102	39	86	78	105
HORVU.MOREX.r2.1HG0002870	8	13	13	12	20	16	27	24	18	21	17	42
HORVU.MOREX.r2.1HG0002880	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0002890	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0002900	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0002910	0	0	0	1	0	0	0	1	0	0	0	0
HORVU.MOREX.r2.1HG0002920	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0002930	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0002940	0	0	0	0	0	0	0	0	0	2	0	0
HORVU.MOREX.r2.1HG0002950	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0002960	0	0	0	0	8	0	0	0	0	0	3	0
HORVU.MOREX.r2.1HG0002970	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0002980	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0002990	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0003000	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0003010	430	707	591	518	475	140	444	441	252	297	415	348
HORVU.MOREX.r2.1HG0003020	0	8	4	5	6	0	1	0	0	0	0	1
HORVU.MOREX.r2.1HG0003030	203	202	181	170	307	249	191	278	168	175	178	238
HORVU.MOREX.r2.1HG0003040	76	59	143	4	1	1	5	2	23	6	56	38
HORVU.MOREX.r2.1HG0003050	371	450	499	430	467	217	526	314	264	350	384	362
HORVU.MOREX.r2.1HG0003060	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0003070	563	850	853	565	484	150	490	560	297	515	524	545
HORVU.MOREX.r2.1HG0003080	2408	4107	3376	4031	3975	2092	3693	3108	2969	3171	3119	3354
HORVU.MOREX.r2.1HG0003090	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0003100	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0003110	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0003120	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0003130	57	78	60	74	23	29	28	54	22	25	29	40
HORVU.MOREX.r2.1HG0003140	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0003150	1	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0003160	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0003170	86	149	122	68	160	80	174	93	129	77	127	102
HORVU.MOREX.r2.1HG0003180	1	0	3	1	2	0	0	2	1	5	1	4
HORVU.MOREX.r2.1HG0003190	0	0	0	0	1	0	5	1	0	3	3	0
HORVU.MOREX.r2.1HG0003200	0	0	0	0	0	0	0	0	0	1	0	0
HORVU.MOREX.r2.1HG0003210	941	1164	1508	1352	1874	909	1915	1495	735	1542	1234	1418
HORVU.MOREX.r2.1HG0003220	284	335	384	217	394	142	388	294	164	307	339	350
HORVU.MOREX.r2.1HG0003230	0	0	0	0	0	0	0	0	2	0	3	0
HORVU.MOREX.r2.1HG0003240	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0003250	25	23	48	14	22	8	38	37	11	16	7	61
HORVU.MOREX.r2.1HG0003260	54	49	35	12	2	1	3	0	2	3	3	14
HORVU.MOREX.r2.1HG0003270	444	585	641	369	381	110	366	369	292	363	342	458
HORVU.MOREX.r2.1HG0003280	5	10	9	7	6	5	4	16	0	8	9	23
HORVU.MOREX.r2.1HG0003290	57	102	67	60	58	22	70	41	19	34	47	45
HORVU.MOREX.r2.1HG0003300	16	32	38	12	4	1	2	6	4	5	5	17
HORVU.MOREX.r2.1HG0003310	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0003320	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0003330	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0003340	1	0	3	0	9	0	8	23	54	19	24	3
HORVU.MOREX.r2.1HG0003350	0	0	0	0	0	0	0	0	7	3	2	0
HORVU.MOREX.r2.1HG0003360	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0003370	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0003380	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0003390	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0003400	23	7	5	19	5	6	8	13	5	6	11	12
HORVU.MOREX.r2.1HG0003410	7	2	5	5	0	1	1	0	0	1	0	5
HORVU.MOREX.r2.1HG0003420	2	0	1	2	0	0	0	0	1	3	0	0
HORVU.MOREX.r2.1HG0003430	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0003440	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0003450	0	0	0	0	1	1	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0003460	2	2	0	4	0	5	5	0	0	0	0	0
HORVU.MOREX.r2.1HG0003470	5	1	0	0	3	2	6	0	3	1	0	0
HORVU.MOREX.r2.1HG0003480	394	617	574	311	231	41	411	433	100	391	201	272
HORVU.MOREX.r2.1HG0003490	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0003500	4150	4559	3181	4781	3946	2186	4083	3090	2788	3859	5997	5773
HORVU.MOREX.r2.1HG0003510	0	0	0	0	0	0	0	0	0	1	0	0
HORVU.MOREX.r2.1HG0003520	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0003530	1	3	2	0	0	0	0	2	0	0	0	0
HORVU.MOREX.r2.1HG0003540	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0003550	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0003560	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0003570	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0003580	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0003590	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0003600	226	366	288	342	442	109	307	364	95	249	160	235
HORVU.MOREX.r2.1HG0003610	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0003620	559	830	808	762	1058	340	890	576	511	370	689	366
HORVU.MOREX.r2.1HG0003630	5965	7425	9705	7554	8558	4963	8885	7009	4051	6606	8929	8103
HORVU.MOREX.r2.1HG0003640	18	14	27	8	56	16	36	102	24	142	69	160
HORVU.MOREX.r2.1HG0003650	57	58	81	40	123	40	113	317	136	425	179	770
HORVU.MOREX.r2.1HG0003660	3	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0003670	0	1	3	0	2	0	1	0	0	2	0	4
HORVU.MOREX.r2.1HG0003680	1	2	0	0	6	0	0	12	0	3	0	0
HORVU.MOREX.r2.1HG0003690	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0003700	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0003710	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0003720	2	5	1	0	0	2	3	0	0	2	3	0
HORVU.MOREX.r2.1HG0003730	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0003740	894	1184	1244	729	811	265	909	746	498	941	770	973
HORVU.MOREX.r2.1HG0003750	577	702	820	624	668	280	728	534	420	533	611	595
HORVU.MOREX.r2.1HG0003760	129	168	242	202	297	88	267	250	117	172	209	303
HORVU.MOREX.r2.1HG0003770	457	515	544	480	556	205	499	245	443	452	517	501
HORVU.MOREX.r2.1HG0003780	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0003790	3	3	7	16	13	3	8	5	8	11	20	22
HORVU.MOREX.r2.1HG0003800	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0003810	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0003820	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0003830	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0003840	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0003850	15	17	25	11	53	8	34	8	4	11	45	10
HORVU.MOREX.r2.1HG0003860	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0003870	5618	6631	6925	4782	5173	1655	4966	3628	1857	2994	4489	3517
HORVU.MOREX.r2.1HG0003880	0	4	0	0	0	0	0	0	0	0	0	4
HORVU.MOREX.r2.1HG0003890	0	0	1	0	0	0	0	0	0	0	1	0
HORVU.MOREX.r2.1HG0003900	208	166	180	124	94	37	82	106	54	87	109	84
HORVU.MOREX.r2.1HG0003910	78	58	33	42	121	3	39	25	4	0	37	5
HORVU.MOREX.r2.1HG0003920	37	33	39	55	49	24	46	30	7	49	52	16
HORVU.MOREX.r2.1HG0003930	9	16	5	9	7	7	12	11	2	8	8	7
HORVU.MOREX.r2.1HG0003940	4	3	5	2	4	1	1	0	3	1	0	0
HORVU.MOREX.r2.1HG0003950	0	1	2	0	0	0	0	0	0	6	2	0
HORVU.MOREX.r2.1HG0003960	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0003970	0	0	0	0	0	0	0	0	0	3	0	0
HORVU.MOREX.r2.1HG0003980	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0003990	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004000	25	19	7	13	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004010	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004020	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004030	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004040	104	134	160	80	56	51	47	45	76	76	108	68
HORVU.MOREX.r2.1HG0004050	175	218	331	89	107	32	79	165	51	172	201	99
HORVU.MOREX.r2.1HG0004060	761	1070	971	902	862	440	893	764	522	757	950	825
HORVU.MOREX.r2.1HG0004070	1641	1932	1984	1885	1927	909	1911	1930	1418	1446	1474	1525
HORVU.MOREX.r2.1HG0004080	1870	3880	3348	3178	1271	1683	1035	468	1330	946	1916	1185
HORVU.MOREX.r2.1HG0004090	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004100	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004110	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004120	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004130	197	206	261	90	115	35	119	61	48	63	81	64
HORVU.MOREX.r2.1HG0004140	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004150	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004160	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004170	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004180	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004190	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004200	374	436	367	224	517	123	225	254	188	73	275	173
HORVU.MOREX.r2.1HG0004210	1	2	4	0	0	1	10	0	0	4	7	0
HORVU.MOREX.r2.1HG0004220	3	19	24	7	6	4	8	3	8	31	17	43
HORVU.MOREX.r2.1HG0004230	382	465	493	446	747	252	669	500	415	658	460	701
HORVU.MOREX.r2.1HG0004240	4	7	1	10	14	4	3	0	0	0	5	1
HORVU.MOREX.r2.1HG0004250	160	319	228	208	159	138	187	140	67	145	115	116
HORVU.MOREX.r2.1HG0004260	3	12	16	13	15	27	12	11	3	9	15	14
HORVU.MOREX.r2.1HG0004270	5	17	13	10	3	17	17	10	10	1	0	4
HORVU.MOREX.r2.1HG0004280	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004290	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004300	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004310	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004320	2	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004330	15	25	17	9	1	5	1	19	0	0	3	0
HORVU.MOREX.r2.1HG0004340	65	75	62	82	120	69	81	86	161	226	371	210
HORVU.MOREX.r2.1HG0004350	92	147	125	176	232	80	215	265	87	78	106	132
HORVU.MOREX.r2.1HG0004360	1401	2168	2192	2263	2323	911	2561	2441	938	1767	1332	1768
HORVU.MOREX.r2.1HG0004370	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004380	153	258	223	105	104	48	121	74	51	125	135	139
HORVU.MOREX.r2.1HG0004390	410	767	477	528	256	153	329	211	169	234	242	277
HORVU.MOREX.r2.1HG0004400	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004410	238	322	319	190	274	80	169	231	113	154	169	204
HORVU.MOREX.r2.1HG0004420	41	197	104	108	39	137	45	25	162	0	52	4
HORVU.MOREX.r2.1HG0004430	1	5	5	1	1	0	0	0	0	0	1	0
HORVU.MOREX.r2.1HG0004440	60	89	120	49	52	17	42	65	30	39	28	42
HORVU.MOREX.r2.1HG0004450	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004460	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004470	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004480	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004490	0	1	6	4	4	0	4	7	3	1	3	3
HORVU.MOREX.r2.1HG0004500	7	4	5	11	0	5	12	3	0	3	0	0
HORVU.MOREX.r2.1HG0004510	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004520	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004530	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004540	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004550	7	6	8	0	0	0	0	8	0	2	0	4
HORVU.MOREX.r2.1HG0004560	3	2	10	4	3	0	5	10	0	3	0	3
HORVU.MOREX.r2.1HG0004570	0	0	0	0	0	0	0	0	0	1	0	1
HORVU.MOREX.r2.1HG0004580	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004590	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004600	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004610	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004620	909	1136	1322	637	1086	264	852	1097	410	591	650	672
HORVU.MOREX.r2.1HG0004630	9528	16943	14833	18321	23004	7408	15539	18909	6300	8703	7628	9720
HORVU.MOREX.r2.1HG0004640	42	69	87	121	65	23	42	73	24	39	36	11
HORVU.MOREX.r2.1HG0004650	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004660	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004670	10	11	3	5	11	9	12	10	0	10	2	18
HORVU.MOREX.r2.1HG0004680	54	91	71	109	138	49	116	99	22	118	106	103
HORVU.MOREX.r2.1HG0004690	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004700	379	459	492	506	505	178	584	421	197	495	445	495
HORVU.MOREX.r2.1HG0004710	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004720	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004730	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004740	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004750	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004760	1293	1819	1671	1777	2373	935	1758	1240	1844	1345	2244	1795
HORVU.MOREX.r2.1HG0004770	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004780	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004790	22	24	39	19	23	17	27	46	18	26	30	28
HORVU.MOREX.r2.1HG0004800	76	92	97	79	96	49	121	39	34	137	101	84
HORVU.MOREX.r2.1HG0004810	2493	3477	2547	2050	863	346	1035	1114	1078	432	950	430
HORVU.MOREX.r2.1HG0004820	1772	2207	2573	2672	3855	1355	4349	3795	3157	4515	5656	5916
HORVU.MOREX.r2.1HG0004830	3266	4984	3519	310	58	30	298	140	197	94	472	378
HORVU.MOREX.r2.1HG0004840	198	329	351	343	449	102	443	487	330	496	450	522
HORVU.MOREX.r2.1HG0004850	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004860	491	679	522	30	5	2	41	24	18	4	54	28
HORVU.MOREX.r2.1HG0004870	25	69	38	22	3	2	5	0	18	0	7	0
HORVU.MOREX.r2.1HG0004880	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004890	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004900	271	299	242	403	286	107	281	304	263	299	233	346
HORVU.MOREX.r2.1HG0004910	1	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004920	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004930	1	1	0	4	0	1	0	2	0	0	0	0
HORVU.MOREX.r2.1HG0004940	2	6	1	3	0	0	0	0	0	0	3	0
HORVU.MOREX.r2.1HG0004950	0	0	1	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0004960	12	17	14	19	8	6	5	11	0	14	7	16
HORVU.MOREX.r2.1HG0004970	8	6	5	4	3	3	2	4	0	2	7	0
HORVU.MOREX.r2.1HG0004980	60	99	58	64	107	27	71	40	38	49	50	57
HORVU.MOREX.r2.1HG0004990	0	1	4	0	2	0	0	0	0	0	0	5
HORVU.MOREX.r2.1HG0005000	4	4	3	3	4	4	4	0	0	4	0	0
HORVU.MOREX.r2.1HG0005010	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0005020	0	0	0	1	0	2	1	0	0	0	0	0
HORVU.MOREX.r2.1HG0005030	0	0	3	0	0	0	3	0	0	0	0	0
HORVU.MOREX.r2.1HG0005040	12	9	11	7	13	0	10	15	10	0	0	0
HORVU.MOREX.r2.1HG0005050	13	12	16	6	13	2	14	9	7	0	10	0
HORVU.MOREX.r2.1HG0005060	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0005070	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0005080	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0005090	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0005100	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0005110	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0005120	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0005130	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0005140	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0005150	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0005160	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0005170	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0005180	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0005190	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0005200	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0005210	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0005220	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0005230	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0005240	0	0	1	0	1	0	0	2	0	0	0	0
HORVU.MOREX.r2.1HG0005250	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0005260	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.1HG0005270	0	0	0	0	0	0	0	0	0	0	0	0
