# Program:featureCounts v1.6.4; Command:"featureCounts" "-T" "4" "-p" "-a" "../Hv_genome/gene_annotation/Barley_Morex_V2_gene_annotation_PGSB.all.gff3.gz" "-t" "gene" "-g" "ID" "-o" "../4_Counts/GC_GABA_ABA_geneCounts.txt" "../3_BAM/GABA_S3.STARAligned_sortedByName.bam" "../3_BAM/GABA_S2.STARAligned_sortedByName.bam" "../3_BAM/GABA_S4.STARAligned_sortedByName.bam" "../3_BAM/GABA_S1.STARAligned_sortedByName.bam" "../3_BAM/Kont_S3.STARAligned_sortedByName.bam" "../3_BAM/Kont_S2.STARAligned_sortedByName.bam" "../3_BAM/Kont_S4.STARAligned_sortedByName.bam" "../3_BAM/Kont_S1.STARAligned_sortedByName.bam" "../3_BAM/ABA_S3.STARAligned_sortedByName.bam" "../3_BAM/ABA_S2.STARAligned_sortedByName.bam" "../3_BAM/ABA_S4.STARAligned_sortedByName.bam" "../3_BAM/ABA_S1.STARAligned_sortedByName.bam" 
Geneid	../3_BAM/GABA_S3.STARAligned_sortedByName.bam	../3_BAM/GABA_S2.STARAligned_sortedByName.bam	../3_BAM/GABA_S4.STARAligned_sortedByName.bam	../3_BAM/GABA_S1.STARAligned_sortedByName.bam	../3_BAM/Kont_S3.STARAligned_sortedByName.bam	../3_BAM/Kont_S2.STARAligned_sortedByName.bam	../3_BAM/Kont_S4.STARAligned_sortedByName.bam	../3_BAM/Kont_S1.STARAligned_sortedByName.bam	../3_BAM/ABA_S3.STARAligned_sortedByName.bam	../3_BAM/ABA_S2.STARAligned_sortedByName.bam	../3_BAM/ABA_S4.STARAligned_sortedByName.bam	../3_BAM/ABA_S1.STARAligned_sortedByName.bam
HORVU.MOREX.r2.6HG0502260	3	0	2	0	0	1	3	1	1	2	0	0
HORVU.MOREX.r2.6HG0502270	939	1517	1280	1747	721	512	1119	632	449	609	692	564
HORVU.MOREX.r2.6HG0502280	260	336	355	637	728	273	582	410	324	338	332	410
HORVU.MOREX.r2.6HG0502290	5	0	0	1	21	0	29	0	1	0	9	4
HORVU.MOREX.r2.6HG0502300	1613	3768	2391	1960	825	680	992	1305	580	647	773	734
HORVU.MOREX.r2.6HG0502310	76	147	98	145	180	67	104	90	112	82	129	108
HORVU.MOREX.r2.6HG0502320	111	117	146	73	122	42	112	115	65	78	78	112
HORVU.MOREX.r2.6HG0502330	86	103	140	89	194	57	123	65	73	117	134	77
HORVU.MOREX.r2.6HG0502340	0	0	0	0	1	0	0	0	1	0	0	0
HORVU.MOREX.r2.6HG0502350	0	0	0	0	0	0	0	0	0	2	0	0
HORVU.MOREX.r2.6HG0502360	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0502370	1391	2012	1312	625	363	740	530	352	898	1350	921	896
HORVU.MOREX.r2.6HG0502380	33	22	20	28	29	12	12	17	12	15	45	20
HORVU.MOREX.r2.6HG0502390	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0502400	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0502410	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0502420	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0502430	0	0	0	2	0	0	0	1	4	0	0	0
HORVU.MOREX.r2.6HG0502440	21	7	19	27	11	6	16	18	2	10	9	12
HORVU.MOREX.r2.6HG0502450	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0502460	461	743	622	551	405	131	417	327	276	312	516	453
HORVU.MOREX.r2.6HG0502470	77	98	90	102	237	63	108	161	177	160	105	235
HORVU.MOREX.r2.6HG0502480	80	96	97	97	145	53	132	82	65	131	114	88
HORVU.MOREX.r2.6HG0502490	15	10	17	21	20	13	37	2	0	16	21	8
HORVU.MOREX.r2.6HG0502500	45	26	46	23	29	31	63	15	6	70	44	12
HORVU.MOREX.r2.6HG0502510	3249	4903	3988	3732	4105	1527	4131	2959	2128	2498	3453	3231
HORVU.MOREX.r2.6HG0502520	319	733	281	904	632	1081	426	106	1533	75	673	225
HORVU.MOREX.r2.6HG0502530	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0502540	339	451	417	528	543	210	467	138	1414	990	1861	1683
HORVU.MOREX.r2.6HG0502550	10089	13063	10261	3722	1070	908	1665	715	1398	1035	2879	1744
HORVU.MOREX.r2.6HG0502560	3411	5001	4810	4115	4364	1658	4435	3745	2677	3043	4067	4132
HORVU.MOREX.r2.6HG0502570	62	38	94	35	36	6	11	33	38	59	61	78
HORVU.MOREX.r2.6HG0502580	18	29	26	21	23	1	12	13	12	29	18	28
HORVU.MOREX.r2.6HG0502590	37	91	85	49	38	21	26	39	59	51	74	53
HORVU.MOREX.r2.6HG0502600	53	41	27	45	33	14	16	23	29	21	28	37
HORVU.MOREX.r2.6HG0502610	6379	9039	7325	6301	5006	1973	3518	3262	2190	2197	3501	2132
HORVU.MOREX.r2.6HG0502620	323	467	362	220	360	169	387	336	191	214	401	284
HORVU.MOREX.r2.6HG0502630	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0502640	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0502650	0	0	0	1	4	0	3	3	1	1	3	0
HORVU.MOREX.r2.6HG0502660	42	73	66	63	62	34	85	68	21	43	33	41
HORVU.MOREX.r2.6HG0502670	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0502680	14	87	57	36	3	2	14	5	0	0	0	8
HORVU.MOREX.r2.6HG0502690	590	873	722	902	754	371	718	700	485	488	475	436
HORVU.MOREX.r2.6HG0502700	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0502710	2200	2951	3165	3680	4500	2051	3749	2446	2839	2831	3421	3144
HORVU.MOREX.r2.6HG0502720	33	23	45	21	14	10	11	25	25	32	16	31
HORVU.MOREX.r2.6HG0502730	4816	6426	6401	3349	2844	860	2887	3103	1442	2500	2310	2977
HORVU.MOREX.r2.6HG0502740	960	515	448	483	380	84	243	285	141	223	239	336
HORVU.MOREX.r2.6HG0502750	131	703	711	416	28	58	73	52	13	7	15	28
HORVU.MOREX.r2.6HG0502760	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0502770	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0502780	49	51	54	51	47	22	57	43	27	41	39	51
HORVU.MOREX.r2.6HG0502790	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0502800	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0502810	838	849	866	891	648	431	815	431	339	725	969	526
HORVU.MOREX.r2.6HG0502820	29	45	43	36	57	22	76	63	23	49	29	45
HORVU.MOREX.r2.6HG0502830	35	39	46	15	36	12	66	40	53	63	55	33
HORVU.MOREX.r2.6HG0502840	3	14	5	3	12	2	1	1	1	0	4	5
HORVU.MOREX.r2.6HG0502850	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0502860	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0502870	0	2	0	0	0	0	0	5	3	0	0	0
HORVU.MOREX.r2.6HG0502880	112	243	216	175	255	71	184	164	217	235	304	295
HORVU.MOREX.r2.6HG0502890	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0502900	10	13	11	15	12	13	24	5	9	11	8	16
HORVU.MOREX.r2.6HG0502910	0	0	0	0	0	0	2	0	3	0	0	0
HORVU.MOREX.r2.6HG0502920	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0502930	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0502940	276	271	236	299	353	150	344	243	237	300	379	411
HORVU.MOREX.r2.6HG0502950	2	2	1	0	0	1	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0502960	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0502970	2388	3181	3248	3627	3044	1457	3281	1840	1861	2013	2568	1892
HORVU.MOREX.r2.6HG0502980	5	4	5	4	16	7	1	6	1	1	1	3
HORVU.MOREX.r2.6HG0502990	3	9	4	13	4	9	2	0	10	2	10	5
HORVU.MOREX.r2.6HG0503000	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0503010	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0503020	3	13	8	10	5	5	7	4	4	9	10	16
HORVU.MOREX.r2.6HG0503030	429	544	700	749	1184	662	1200	579	1233	1691	1753	2746
HORVU.MOREX.r2.6HG0503040	0	1	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0503050	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0503060	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0503070	1068	1371	1293	1033	1364	382	1164	1211	665	698	652	800
HORVU.MOREX.r2.6HG0503080	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0503090	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0503100	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0503110	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0503120	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0503130	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0503140	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0503150	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0503160	1274	1770	1819	1267	1591	452	1935	1526	609	988	1227	1048
HORVU.MOREX.r2.6HG0503170	114	175	151	200	168	71	202	164	60	162	131	139
HORVU.MOREX.r2.6HG0503180	27	54	66	21	51	22	21	12	16	11	28	26
HORVU.MOREX.r2.6HG0503190	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0503200	36	60	40	78	71	29	84	36	25	59	55	94
HORVU.MOREX.r2.6HG0503210	142	205	206	216	371	129	388	239	148	220	217	268
HORVU.MOREX.r2.6HG0503220	2	5	2	2	6	1	2	0	4	0	3	0
HORVU.MOREX.r2.6HG0503230	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0503240	0	0	0	0	0	0	0	0	3	0	0	0
HORVU.MOREX.r2.6HG0503250	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0503260	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0503270	23	36	4	26	0	0	0	4	2	0	3	2
HORVU.MOREX.r2.6HG0503280	0	2	0	0	0	0	0	1	0	2	0	0
HORVU.MOREX.r2.6HG0503290	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0503300	0	0	0	0	0	0	1	0	0	0	0	0
HORVU.MOREX.r2.6HG0503310	165	285	251	242	201	105	247	126	109	212	235	165
HORVU.MOREX.r2.6HG0503320	111	118	148	89	170	62	174	88	78	131	117	118
HORVU.MOREX.r2.6HG0503330	1612	1912	1982	1846	1801	928	1892	1002	871	1428	1661	1577
HORVU.MOREX.r2.6HG0503340	1028	1858	1324	1896	1186	680	1193	476	825	563	891	838
HORVU.MOREX.r2.6HG0503350	1957	2263	2225	2373	2385	795	2222	1644	1637	1874	2163	2497
HORVU.MOREX.r2.6HG0503360	1281	1964	1914	1244	1680	975	1483	1043	754	726	1035	986
HORVU.MOREX.r2.6HG0503370	45	60	52	37	54	24	26	31	22	10	30	44
HORVU.MOREX.r2.6HG0503380	0	0	0	0	0	2	0	0	1	0	21	5
HORVU.MOREX.r2.6HG0503390	0	0	0	0	0	0	0	0	0	1	10	0
HORVU.MOREX.r2.6HG0503400	1	4	0	0	0	0	0	0	1	4	1	0
HORVU.MOREX.r2.6HG0503410	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0503420	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0503430	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0503440	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0503450	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0503460	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0503470	1807	3881	2367	4102	3284	1579	4504	1694	5124	11097	15791	11816
HORVU.MOREX.r2.6HG0503480	1	0	0	0	1	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0503490	102	168	205	202	205	53	189	176	81	114	145	104
HORVU.MOREX.r2.6HG0503500	3319	2413	4094	2162	7646	1473	7466	5687	2919	4921	7442	6629
HORVU.MOREX.r2.6HG0503510	10	8	29	12	27	22	18	35	16	26	11	53
HORVU.MOREX.r2.6HG0503520	0	0	0	0	0	0	0	0	5	0	0	1
HORVU.MOREX.r2.6HG0503530	872	1033	922	727	511	515	625	606	501	608	934	679
HORVU.MOREX.r2.6HG0503540	193	223	249	231	264	124	263	255	122	159	301	236
HORVU.MOREX.r2.6HG0503550	8345	10713	8761	4688	2348	1277	2147	1591	2163	1756	3418	2353
HORVU.MOREX.r2.6HG0503560	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0503570	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0503580	1105	1389	1315	875	985	414	826	715	605	772	913	921
HORVU.MOREX.r2.6HG0503590	2793	3883	3008	2846	3029	1007	2568	2022	1552	1710	2528	2009
HORVU.MOREX.r2.6HG0503600	7	1	5	5	7	1	1	0	2	3	0	0
HORVU.MOREX.r2.6HG0503610	8	25	20	7	20	5	14	8	14	9	7	2
HORVU.MOREX.r2.6HG0503620	248	367	290	262	355	173	298	265	250	284	342	343
HORVU.MOREX.r2.6HG0503630	199	259	208	240	302	140	228	188	257	198	280	271
HORVU.MOREX.r2.6HG0503640	1	2	0	4	6	2	4	7	0	0	2	8
HORVU.MOREX.r2.6HG0503650	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0503660	853	1304	816	586	396	229	259	151	583	109	742	126
HORVU.MOREX.r2.6HG0503670	2	5	2	4	0	0	3	4	0	0	2	10
HORVU.MOREX.r2.6HG0503680	461	730	712	538	580	178	489	400	263	404	394	457
HORVU.MOREX.r2.6HG0503690	8814	10739	10800	4905	3754	1410	4107	3478	1983	3298	3864	4417
HORVU.MOREX.r2.6HG0503700	24	25	25	24	51	13	39	75	16	42	77	15
HORVU.MOREX.r2.6HG0503710	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0503720	25	10	30	21	48	20	51	35	13	5	6	3
HORVU.MOREX.r2.6HG0503730	1616	1781	2231	1828	2747	926	2633	1702	1141	1176	1743	1203
HORVU.MOREX.r2.6HG0503740	29	9	37	16	13	10	29	16	5	31	22	14
HORVU.MOREX.r2.6HG0503750	32	32	48	50	72	35	125	29	18	43	59	18
HORVU.MOREX.r2.6HG0503760	3	0	4	1	1	0	0	0	0	0	2	0
HORVU.MOREX.r2.6HG0503770	0	0	0	0	0	0	0	0	0	0	0	1
HORVU.MOREX.r2.6HG0503780	2	0	3	1	0	2	0	0	0	11	1	0
HORVU.MOREX.r2.6HG0503790	6	0	2	8	2	2	5	4	0	4	8	0
HORVU.MOREX.r2.6HG0503800	2	5	4	2	4	0	3	2	4	3	15	0
HORVU.MOREX.r2.6HG0503810	20	43	16	34	28	7	32	8	8	20	12	14
HORVU.MOREX.r2.6HG0503820	701	796	820	861	1003	279	842	555	575	697	708	838
HORVU.MOREX.r2.6HG0503830	111	142	117	137	110	85	142	71	47	177	135	95
HORVU.MOREX.r2.6HG0503840	2704	3761	3681	1282	438	217	542	290	398	443	852	522
HORVU.MOREX.r2.6HG0503850	37	106	41	151	20	13	44	20	65	60	108	101
HORVU.MOREX.r2.6HG0503860	184	354	127	389	82	77	231	46	82	221	288	195
HORVU.MOREX.r2.6HG0503870	0	0	0	0	0	0	0	0	0	1	0	0
HORVU.MOREX.r2.6HG0503880	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0503890	1	1	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0503900	66	44	62	39	36	19	35	24	25	37	38	60
HORVU.MOREX.r2.6HG0503910	2515	3312	2651	2883	3032	1252	2540	1796	2273	1735	2950	2185
HORVU.MOREX.r2.6HG0503920	56	81	114	98	68	24	87	98	22	76	103	101
HORVU.MOREX.r2.6HG0503930	9	12	17	2	18	4	5	6	2	0	13	2
HORVU.MOREX.r2.6HG0503940	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0503950	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0503960	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0503970	0	0	2	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0503980	120	139	109	66	112	57	70	16	191	143	184	277
HORVU.MOREX.r2.6HG0503990	6140	6806	6484	3221	3468	1574	3764	2120	5137	5454	8562	9013
HORVU.MOREX.r2.6HG0504000	678	858	841	1093	1235	481	1762	945	1267	2719	3522	3179
HORVU.MOREX.r2.6HG0504010	1991	2744	2391	1977	2065	704	2033	1894	1309	1575	1979	2175
HORVU.MOREX.r2.6HG0504020	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504030	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504040	2008	2373	2169	1713	1591	1177	1751	1994	1151	1697	2107	1731
HORVU.MOREX.r2.6HG0504050	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504060	11	32	16	38	32	46	22	82	33	11	12	45
HORVU.MOREX.r2.6HG0504070	1136	1175	1384	1463	1034	695	1325	721	477	1250	1370	999
HORVU.MOREX.r2.6HG0504080	0	0	1	3	0	0	0	2	0	0	3	0
HORVU.MOREX.r2.6HG0504090	14	25	19	1	10	6	8	9	3	7	9	9
HORVU.MOREX.r2.6HG0504100	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504110	0	2	0	0	5	0	1	0	0	0	0	1
HORVU.MOREX.r2.6HG0504120	8	0	10	12	11	5	23	17	5	4	3	0
HORVU.MOREX.r2.6HG0504130	956	1422	1395	1056	1155	518	1289	1043	854	1134	1250	1530
HORVU.MOREX.r2.6HG0504140	2	13	1	1	0	0	8	0	0	0	0	0
HORVU.MOREX.r2.6HG0504150	6446	8705	8201	5185	5692	1822	6104	5434	3711	4063	5335	4971
HORVU.MOREX.r2.6HG0504160	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504170	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504180	3	4	8	7	34	11	18	34	3	18	12	18
HORVU.MOREX.r2.6HG0504190	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504200	2153	2558	2717	2838	2032	1209	2837	1431	1126	2644	2556	1988
HORVU.MOREX.r2.6HG0504210	9959	17804	10818	12396	5587	2153	8614	3286	646	132	707	273
HORVU.MOREX.r2.6HG0504220	0	0	0	0	0	0	0	1	1	1	0	0
HORVU.MOREX.r2.6HG0504230	107	85	125	112	58	72	159	44	11	119	95	41
HORVU.MOREX.r2.6HG0504240	102	68	119	75	97	61	85	37	6	90	119	19
HORVU.MOREX.r2.6HG0504250	231	238	345	230	140	179	287	144	53	247	254	76
HORVU.MOREX.r2.6HG0504260	87	83	73	90	57	40	107	58	14	81	86	46
HORVU.MOREX.r2.6HG0504270	294	330	361	269	333	223	303	220	98	311	294	157
HORVU.MOREX.r2.6HG0504280	77	85	85	71	72	58	89	51	28	98	70	30
HORVU.MOREX.r2.6HG0504290	92	109	109	87	78	66	103	58	37	110	119	48
HORVU.MOREX.r2.6HG0504300	227	212	285	191	190	93	169	135	69	237	143	74
HORVU.MOREX.r2.6HG0504310	311	318	373	280	298	147	316	269	158	220	169	194
HORVU.MOREX.r2.6HG0504320	778	992	879	756	1364	497	928	1386	753	912	674	1075
HORVU.MOREX.r2.6HG0504330	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504340	269	350	382	376	384	112	350	399	227	331	296	350
HORVU.MOREX.r2.6HG0504350	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504360	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504370	32	66	49	57	95	36	56	96	27	41	18	31
HORVU.MOREX.r2.6HG0504380	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504390	0	0	0	2	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504400	0	1	1	0	0	0	1	1	0	0	0	0
HORVU.MOREX.r2.6HG0504410	3320	4033	4096	3127	3174	1338	3514	2782	2280	3080	3696	3701
HORVU.MOREX.r2.6HG0504420	4956	7107	7107	6451	5987	3307	5948	4980	3312	4428	5067	4822
HORVU.MOREX.r2.6HG0504430	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504440	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504450	44	52	81	71	123	41	96	80	44	93	70	82
HORVU.MOREX.r2.6HG0504460	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504470	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504480	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504490	21	81	25	15	38	9	29	9	11	22	18	28
HORVU.MOREX.r2.6HG0504500	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504510	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504520	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504530	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504540	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504550	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504560	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504570	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504580	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504590	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504600	0	0	0	0	0	0	0	0	0	0	0	3
HORVU.MOREX.r2.6HG0504610	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504620	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504630	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504640	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504650	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504660	939	1342	1081	1393	1120	547	1096	866	699	987	963	907
HORVU.MOREX.r2.6HG0504670	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504680	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504690	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504700	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504710	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504720	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504730	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504740	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504750	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504760	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504770	2697	3651	3851	2729	3611	1660	3916	3375	1988	3144	2581	2636
HORVU.MOREX.r2.6HG0504780	0	0	1	0	0	0	4	0	0	0	1	0
HORVU.MOREX.r2.6HG0504790	215	267	305	341	292	123	314	289	226	262	272	356
HORVU.MOREX.r2.6HG0504800	115	167	183	181	201	95	253	204	100	118	187	110
HORVU.MOREX.r2.6HG0504810	219	345	360	434	754	314	614	381	392	435	384	584
HORVU.MOREX.r2.6HG0504820	504	769	888	641	186	82	471	244	155	223	235	173
HORVU.MOREX.r2.6HG0504830	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504840	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504850	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504860	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504870	55	67	70	79	32	16	38	29	16	16	19	16
HORVU.MOREX.r2.6HG0504880	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504890	5	8	15	28	41	10	24	8	2	0	4	4
HORVU.MOREX.r2.6HG0504900	3677	4965	4530	4396	3702	1864	3968	3082	2486	3104	3594	3120
HORVU.MOREX.r2.6HG0504910	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504920	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504930	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504940	491	943	846	514	180	166	349	133	143	151	255	117
HORVU.MOREX.r2.6HG0504950	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504960	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504970	119	153	125	37	25	9	33	68	12	57	32	65
HORVU.MOREX.r2.6HG0504980	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0504990	4	2	5	1	1	0	0	0	0	0	3	0
HORVU.MOREX.r2.6HG0505000	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0505010	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0505020	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0505030	0	1	0	1	0	1	0	2	0	0	0	0
HORVU.MOREX.r2.6HG0505040	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0505050	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0505060	573	809	834	178	62	72	54	32	65	26	89	68
HORVU.MOREX.r2.6HG0505070	4	8	5	0	3	0	8	0	0	11	4	1
HORVU.MOREX.r2.6HG0505080	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0505090	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0505100	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.6HG0505110	0	1	1	0	0	0	6	2	0	0	0	0
HORVU.MOREX.r2.6HG0505120	2533	3334	3142	1941	1520	922	2094	1612	839	1631	2169	1812
HORVU.MOREX.r2.6HG0505130	8	16	24	11	4	2	1	20	6	11	3	14
HORVU.MOREX.r2.6HG0505140	567	660	670	613	644	256	721	374	224	421	563	496
